央视,#genre#
CCTV1,http://www.8700956.top:18888/rtp/239.81.1.002:4056
CCTV1,http://120.79.4.185/md0418.php?id=cctv1
CCTV1,http://112.89.45.21/PLTV/88888973/224/3221225767/10000100000000060000000000337109_0.smil/01.m3u8?fmt=ts2hls
CCTV1,http://121.24.98.44:8090/hls/9/index.m3u8
CCTV1,http://112.114.137.22:888/hls/1/index.m3u8
CCTV1,http://121.24.98.135:8090/hls/9/index.m3u8
CCTV1,http://183.184.219.248:8001/rtp/226.0.2.153:9136
CCTV1,http://183.184.219.248:8001/rtp/226.0.2.16:8040
CCTV1,http://183.184.219.248:8001/rtp/226.0.2.18:8056
CCTV1,http://183.184.219.248:8003/rtp/226.0.2.153:9136
CCTV1,http://183.184.219.248:8003/rtp/226.0.2.16:8040
CCTV1,http://183.184.219.248:8003/rtp/226.0.2.18:8056
CCTV1,http://183.184.219.248:8002/rtp/226.0.2.153:9136
CCTV1,http://183.184.219.248:8002/rtp/226.0.2.16:8040
CCTV1,http://183.184.219.248:8002/rtp/226.0.2.18:8056
CCTV1,http://183.184.219.212:8004/rtp/226.0.2.153:9136
CCTV1,http://183.184.219.212:8004/rtp/226.0.2.16:8040
CCTV1,http://183.184.219.212:8004/rtp/226.0.2.18:8056
CCTV1,http://183.184.219.212:8003/rtp/226.0.2.153:9136
CCTV1,http://183.184.219.212:8003/rtp/226.0.2.16:8040
CCTV1,http://183.184.219.212:8003/rtp/226.0.2.18:8056
CCTV1,http://58.48.198.195:8888/rtp/239.254.96.96:8550
CCTV1,http://125.71.58.153:4022/udp/239.93.0.184:5140
CCTV1,http://125.71.58.153:4022/udp/239.93.0.148:5140
CCTV1,http://125.71.58.153:4022/udp/239.93.1.68:5140
CCTV1,http://125.71.58.153:4022/udp/239.93.1.87:5140
CCTV1,http://60.186.222.142:8888/rtp/233.50.201.118:5140
CCTV1,http://110.178.38.152:8082/udp/239.1.1.7:8007
CCTV1,http://110.178.38.152:8083/udp/239.1.1.7:8007
CCTV1,http://113.118.13.196:808/hls/19/index.m3u8
CCTV1,http://123.163.114.5:85/tsfile/live/0001_1.m3u8
CCTV1,http://123.14.85.52:8888/hls/1/index.m3u8
CCTV1,http://36.46.99.77:8022/rtp/239.112.205.59:5140
CCTV1,http://36.46.99.77:8014/rtp/239.112.205.59:5140
CCTV1,http://36.46.99.77:8011/rtp/239.112.205.59:5140
CCTV1,http://123.145.48.129:8002/udp/225.0.4.74:7980
CCTV1,http://123.145.48.129:8004/udp/225.0.4.74:7980
CCTV1,http://114.105.153.224:8888/rtp/238.1.78.166:7200
CCTV1,http://118.248.164.107:8888/udp/239.76.245.51:1234
CCTV1,http://118.248.164.107:8888/udp/239.76.246.151:1234
CCTV1,http://118.248.164.107:8888/udp/239.76.253.151:9000
CCTV1,http://113.24.136.227:8083/udp/239.1.1.7:8007
CCTV1,http://113.24.136.227:8082/udp/239.1.1.7:8007
CCTV1,http://113.24.136.227:8084/udp/239.1.1.7:8007
CCTV1,http://112.114.137.114:888/hls/1/index.m3u8
CCTV1,http://110.7.128.173:8096/tsfile/live/0001_1.m3u8
CCTV1,http://117.141.149.101:4431/tsfile/live/faacts/1010_1.m3u8
CCTV1,http://117.141.149.101:9901/tsfile/live/1010_1.m3u8
CCTV1,http://106.228.41.250:8888/udp/239.252.219.200:5140
CCTV1,http://123.118.231.101:9090/rtp/239.3.1.129:8008
